Predict  0        1        2        3        4        5        6        7        8        9        10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49       50       51       52       53       54       55       56       57       58       59       60       61       62       63       64       65       66       67       68       69       70       71       72       73       74       75       76       77       78       79       
MK(Markedness)                                                    0.88697       0.86309       0.875         0.61926       0.99952       0.82078       0.55664       0.97972       0.78189       0.8           0.97141       0.99952       0.69857       0.75          0.89744       0.86619       0.8177        0.73541       0.86008       0.75381       0.59905       0.89857       0.829         0.55174       0.55127       0.49952       0.77694       0.24857       0.90669       0.87308       0.89362       0.71046       0.85601       0.76047       0.92009       0.62405       0.52296       0.875         0.86015       0.74521       0.96581       0.76327       0.45962       0.41962       0.77634       0.81899       0.87452       0.78189       0.64238       0.54402       0.59952       0.75903       0.57751       0.79807       0.72535       0.46154       0.68415       0.79905       0.69373       0.85618       0.93451       0.77904       0.66619       0.57849       0.83616       0.81662       0.76281       0.99757       0.55412       0.76827       0.39712       0.88651       0.76889       0.99905       0.58824       0.85619       0.54066       0.79904       0.51387       0.61761       
N(Condition negative)                                             2087          2055          2093          2085          2093          2039          2086          2036          2088          2091          2054          2097          2097          2104          2072          2093          2088          2090          1993          2075          2099          2095          2073          2094          2093          2104          2045          2103          2082          2082          2065          2089          2025          2088          2070          2100          2090          2100          2074          2082          2000          2091          2091          2096          2090          2056          2085          2059          2088          2098          2097          2085          2093          2079          2087          2101          2089          2097          2087          2087          2024          2072          2098          2076          2078          2074          2076          2055          2094          2085          2091          2094          2072          2095          2097          2093          2085          2093          2085          2091          
NLR(Negative likelihood ratio)                                    0.20019       0.347         0.0           0.54703       0.07143       0.22178       0.3351        0.12682       0.42166       0.0           0.20765       0.1           0.30043       0.0           0.0           0.0715        0.05273       0.17689       0.26475       0.31356       0.25048       0.25012       0.26535       0.61656       0.64409       0.33365       0.29204       0.75107       0.20019       0.16023       0.0           0.4453        0.2206        0.15827       0.05413       0.28612       0.41355       0.0           0.06075       0.40096       0.08424       0.18786       0.25169       0.27417       0.17681       0.09852       0.04552       0.23029       0.05288       0.33413       0.10029       0.27338       0.21511       0.14327       0.20058       0.0           0.38982       0.20019       0.20067       0.10014       0.20522       0.08609       0.11132       0.19524       0.27639       0.30376       0.25894       0.09615       0.23165       0.09117       0.37771       0.3848        0.31535       0.16667       0.0           0.14299       0.45674       0.14306       0.32033       0.18822       
NLRI(Negative likelihood ratio interpretation)                    Poor          Poor          Good          Negligible    Good          Poor          Poor          Fair          Poor          Good          Poor          Good          Poor          Good          Good          Good          Good          Fair          Poor          Poor          Poor          Poor          Poor          Negligible    Negligible    Poor          Poor          Negligible    Poor          Fair          Good          Poor          Poor          Fair          Good          Poor          Poor          Good          Good          Poor          Good          Fair          Poor          Poor          Fair          Good          Good          Poor          Good          Poor          Fair          Poor          Poor          Fair          Poor          Good          Poor          Poor          Poor          Fair          Poor          Good          Fair          Fair          Poor          Poor          Poor          Good          Poor          Good          Poor          Poor          Poor          Fair          Good          Fair          Poor          Fair          Poor          Fair          
NPV(Negative predictive value)                                    0.99809       0.9913        1.0           0.99426       0.99952       0.99266       0.99664       0.9956        0.99618       1.0           0.99467       0.99952       0.99857       1.0           1.0           0.99952       0.99952       0.99856       0.98508       0.99519       0.99905       0.99857       0.99567       0.99619       0.99571       0.99952       0.99122       0.99857       0.9976        0.99808       1.0           0.99618       0.99115       0.99856       0.99903       0.99905       0.99665       1.0           0.99903       0.99521       0.99551       0.99856       0.99808       0.99856       0.99856       0.99756       0.99952       0.99466       0.99952       0.99857       0.99952       0.99712       0.99856       0.99807       0.99808       1.0           0.99665       0.99905       0.99808       0.99904       0.99165       0.99855       0.99952       0.99709       0.99616       0.99519       0.99615       0.99757       0.99856       0.99904       0.99712       0.99762       0.9947        0.99905       1.0           0.99904       0.9952        0.99904       0.99663       0.99856       
OC(Overlap coefficient)                                           0.88889       0.87179       1.0           0.625         1.0           0.82812       0.66667       0.98413       0.78571       1.0           0.97674       1.0           0.7           1.0           1.0           0.92857       0.94737       0.82353       0.875         0.75862       0.75          0.9           0.83333       0.55556       0.55556       0.66667       0.78571       0.25          0.90909       0.875         1.0           0.71429       0.86486       0.84211       0.94595       0.71429       0.58824       1.0           0.93939       0.75          0.9703        0.8125        0.75          0.72727       0.82353       0.90196       0.95455       0.78723       0.94737       0.66667       0.9           0.7619        0.78571       0.85714       0.8           1.0           0.6875        0.8           0.8           0.9           0.94286       0.91429       0.88889       0.80645       0.84          0.82143       0.76667       1.0           0.76923       0.90909       0.625         0.88889       0.77419       1.0           1.0           0.85714       0.54545       0.85714       0.68182       0.8125        
OOC(Otsuka-Ochiai coefficient)                                    0.84327       0.755         0.93541       0.533         0.96362       0.8034        0.61101       0.92703       0.67445       0.89443       0.87979       0.94868       0.7           0.86603       0.94733       0.89709       0.88041       0.77898       0.80296       0.72219       0.67082       0.82158       0.78278       0.46225       0.44544       0.57735       0.74673       0.25          0.8528        0.85732       0.94531       0.62994       0.82159       0.801         0.93342       0.66815       0.55641       0.93541       0.8994        0.67082       0.9427        0.78824       0.58835       0.55337       0.80033       0.86075       0.91391       0.77899       0.7804        0.60302       0.73485       0.74439       0.67445       0.82808       0.76277       0.67937       0.64818       0.8           0.746         0.87831       0.86588       0.84474       0.7698        0.68474       0.77992       0.75664       0.7542        0.95071       0.65372       0.83624       0.5           0.7396        0.72861       0.91287       0.76696       0.85714       0.54545       0.82808       0.59386       0.70921       
OP(Optimized precision)                                           0.88651       0.78095       0.99857       0.6177        0.96249       0.86636       0.794         0.92783       0.72878       0.99714       0.87876       0.94689       0.82138       0.99929       0.99714       0.96202       0.97156       0.90062       0.8315        0.80838       0.85523       0.85548       0.84199       0.55063       0.52089       0.79903       0.81881       0.39761       0.88604       0.91044       0.99641       0.70947       0.86586       0.91168       0.97057       0.83166       0.73516       0.99929       0.96663       0.74401       0.95115       0.89418       0.85189       0.83803       0.90085       0.94377       0.97557       0.86302       0.97015       0.79735       0.94547       0.83806       0.87667       0.91977       0.88556       0.99501       0.75405       0.88746       0.88533       0.94571       0.87692       0.9517        0.93975       0.88577       0.83524       0.81548       0.84638       0.94712       0.86623       0.95002       0.76267       0.75928       0.80665       0.90814       0.99501       0.92165       0.69859       0.92142       0.80409       0.89323       
P(Condition positive or support)                                  20            52            14            22            14            68            21            71            19            16            53            10            10            3             35            14            19            17            114           32            8             12            34            13            14            3             62            4             25            25            42            18            82            19            37            7             17            7             33            25            107           16            16            11            17            51            22            48            19            9             10            22            14            28            20            6             18            10            20            20            83            35            9             31            29            33            31            52            13            22            16            13            35            12            10            14            22            14            22            16            
PLR(Positive likelihood ratio)                                    834.8         268.73077     1046.5        157.95455     None          144.4746      126.42424     1777.91549    402.94737     522.75        1627.69811    None          489.3         2104.0        518.0         971.75        494.52632     344.23529     122.37719     203.79464     393.5625      1571.25       304.85294     201.34615     186.875       701.33333     120.94086     175.25        832.8         582.96        413.0         290.13889     158.04878     351.66316     652.7027      500.0         136.60131     2100.0        389.66061     249.84        610.5919      424.73437     112.01786     138.57851     430.29412     185.44314     663.40909     158.71458     197.81053     279.73333     314.55        303.27273     205.5625      297.0         278.26667     300.14286     255.32222     838.8         238.51429     626.1         402.36145     210.48889     466.22222     93.01075      376.18966     289.10303     220.03687     None          201.34615     315.90909     87.125        1288.61538    202.97143     None          299.57143     897.0         113.72727     598.0         101.54221     212.36719     
PLRI(Positive likelihood ratio interpretation)                    Good          Good          Good          Good          None          Good          Good          Good          Good          Good          Good          None          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          Good          None          Good          Good          Good          Good          Good          None          Good          Good          Good          Good          Good          Good          
POP(Population)                                                   2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          2107          
PPV(Precision or positive predictive value)                       0.88889       0.87179       0.875         0.625         1.0           0.82812       0.56          0.98413       0.78571       0.8           0.97674       1.0           0.7           0.75          0.89744       0.86667       0.81818       0.73684       0.875         0.75862       0.6           0.9           0.83333       0.55556       0.55556       0.5           0.78571       0.25          0.90909       0.875         0.89362       0.71429       0.86486       0.7619        0.92105       0.625         0.52632       0.875         0.86111       0.75          0.9703        0.76471       0.46154       0.42105       0.77778       0.82143       0.875         0.78723       0.64286       0.54545       0.6           0.7619        0.57895       0.8           0.72727       0.46154       0.6875        0.8           0.69565       0.85714       0.94286       0.78049       0.66667       0.5814        0.84          0.82143       0.76667       1.0           0.55556       0.76923       0.4           0.88889       0.77419       1.0           0.58824       0.85714       0.54545       0.8           0.51724       0.61905       
PRE(Prevalence)                                                   0.00949       0.02468       0.00664       0.01044       0.00664       0.03227       0.00997       0.0337        0.00902       0.00759       0.02515       0.00475       0.00475       0.00142       0.01661       0.00664       0.00902       0.00807       0.05411       0.01519       0.0038        0.0057        0.01614       0.00617       0.00664       0.00142       0.02943       0.0019        0.01187       0.01187       0.01993       0.00854       0.03892       0.00902       0.01756       0.00332       0.00807       0.00332       0.01566       0.01187       0.05078       0.00759       0.00759       0.00522       0.00807       0.02421       0.01044       0.02278       0.00902       0.00427       0.00475       0.01044       0.00664       0.01329       0.00949       0.00285       0.00854       0.00475       0.00949       0.00949       0.03939       0.01661       0.00427       0.01471       0.01376       0.01566       0.01471       0.02468       0.00617       0.01044       0.00759       0.00617       0.01661       0.0057        0.00475       0.00664       0.01044       0.00664       0.01044       0.00759       
Q(Yule Q - coefficient of colligation)                            0.99952       0.99742       None          0.9931        None          0.99693       0.99471       0.99986       0.99791       None          0.99974       None          0.99877       None          None          0.99985       0.99979       0.99897       0.99568       0.99693       0.99873       0.99968       0.99826       0.99389       0.99313       0.99905       0.99518       0.99147       0.99952       0.99945       None          0.99694       0.99721       0.9991        0.99983       0.99886       0.99396       None          0.99969       0.9968        0.99972       0.99912       0.99552       0.99605       0.99918       0.99894       0.99986       0.9971        0.99947       0.99761       0.99936       0.9982        0.99791       0.99904       0.99856       None          0.99695       0.99952       0.99832       0.99968       0.99898       0.99918       0.99952       0.99581       0.99853       0.9979        0.99765       None          0.9977        0.99942       0.99137       0.9994        0.9969        None          None          0.99968       0.992         0.99952       0.99371       0.99823       
QI(Yule Q interpretation)                                         Strong        Strong        None          Strong        None          Strong        Strong        Strong        Strong        None          Strong        None          Strong        None          None          Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        None          Strong        Strong        Strong        Strong        Strong        Strong        None          Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        None          Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        Strong        None          Strong        Strong        Strong        Strong        Strong        None          None          Strong        Strong        Strong        Strong        Strong        
RACC(Random accuracy)                                             8e-05         0.00046       5e-05         8e-05         4e-05         0.00098       0.00012       0.00101       6e-05         7e-05         0.00051       2e-05         2e-05         0.0           0.00031       5e-05         9e-05         7e-05         0.00247       0.00021       2e-05         3e-05         0.00023       3e-05         3e-05         0.0           0.00078       0.0           0.00012       0.00014       0.00044       6e-05         0.00137       9e-05         0.00032       1e-05         7e-05         1e-05         0.00027       0.00011       0.00243       6e-05         9e-05         5e-05         7e-05         0.00064       0.00012       0.00051       0.00012       2e-05         3e-05         0.0001        6e-05         0.00019       0.0001        2e-05         6e-05         2e-05         0.0001        9e-05         0.00131       0.00032       2e-05         0.0003        0.00016       0.00021       0.00021       0.00055       5e-05         0.00013       9e-05         3e-05         0.00024       3e-05         4e-05         4e-05         0.00011       5e-05         0.00014       8e-05         
RACCU(Random accuracy unbiased)                                   8e-05         0.00047       5e-05         8e-05         4e-05         0.00098       0.00012       0.00101       6e-05         7e-05         0.00052       2e-05         2e-05         0.0           0.00031       5e-05         9e-05         7e-05         0.00248       0.00021       2e-05         3e-05         0.00023       3e-05         3e-05         0.0           0.00078       0.0           0.00012       0.00014       0.00045       6e-05         0.00137       9e-05         0.00032       1e-05         7e-05         1e-05         0.00027       0.00011       0.00244       6e-05         0.0001        5e-05         7e-05         0.00064       0.00012       0.00051       0.00012       2e-05         4e-05         0.0001        6e-05         0.00019       0.0001        2e-05         7e-05         2e-05         0.0001        9e-05         0.00132       0.00033       2e-05         0.00031       0.00016       0.00021       0.00021       0.00055       5e-05         0.00013       9e-05         3e-05         0.00025       3e-05         4e-05         4e-05         0.00011       5e-05         0.00015       8e-05         
TN(True negative/correct rejection)                               2085          2050          2091          2079          2093          2028          2075          2035          2085          2087          2053          2097          2094          2103          2068          2091          2084          2085          1981          2068          2095          2094          2068          2090          2089          2102          2033          2100          2080          2079          2060          2085          2015          2083          2067          2097          2081          2099          2069          2077          1997          2087          2077          2085          2086          2046          2082          2049          2078          2093          2091          2080          2085          2073          2081          2094          2084          2095          2080          2084          2020          2063          2094          2058          2074          2069          2069          2055          2086          2079          2076          2093          2065          2095          2090          2091          2075          2090          2071          2083          
TNR(Specificity or true negative rate)                            0.99904       0.99757       0.99904       0.99712       1.0           0.99461       0.99473       0.99951       0.99856       0.99809       0.99951       1.0           0.99857       0.99952       0.99807       0.99904       0.99808       0.99761       0.99398       0.99663       0.99809       0.99952       0.99759       0.99809       0.99809       0.99905       0.99413       0.99857       0.99904       0.99856       0.99758       0.99809       0.99506       0.99761       0.99855       0.99857       0.99569       0.99952       0.99759       0.9976        0.9985        0.99809       0.9933        0.99475       0.99809       0.99514       0.99856       0.99514       0.99521       0.99762       0.99714       0.9976        0.99618       0.99711       0.99713       0.99667       0.99761       0.99905       0.99665       0.99856       0.99802       0.99566       0.99809       0.99133       0.99808       0.99759       0.99663       1.0           0.99618       0.99712       0.99283       0.99952       0.99662       1.0           0.99666       0.99904       0.9952        0.99857       0.99329       0.99617       
TON(Test outcome negative)                                        2089          2068          2091          2091          2094          2043          2082          2044          2093          2087          2064          2098          2097          2103          2068          2092          2085          2088          2011          2078          2097          2097          2077          2098          2098          2103          2051          2103          2085          2083          2060          2093          2033          2086          2069          2099          2088          2099          2071          2087          2006          2090          2081          2088          2089          2051          2083          2060          2079          2096          2092          2086          2088          2077          2085          2094          2091          2097          2084          2086          2037          2066          2095          2064          2082          2079          2077          2060          2089          2081          2082          2098          2076          2097          2090          2093          2085          2092          2078          2086          
TOP(Test outcome positive)                                        18            39            16            16            13            64            25            63            14            20            43            9             10            4             39            15            22            19            96            29            10            10            30            9             9             4             56            4             22            24            47            14            74            21            38            8             19            8             36            20            101           17            26            19            18            56            24            47            28            11            15            21            19            30            22            13            16            10            23            21            70            41            12            43            25            28            30            47            18            26            25            9             31            10            17            14            22            15            29            21            
TP(True positive/hit)                                             16            34            14            10            13            53            14            62            11            16            42            9             7             3             35            13            18            14            84            22            6             9             25            5             5             2             44            1             20            21            42            10            64            16            35            5             10            7             31            15            98            13            12            8             14            46            21            37            18            6             9             16            11            24            16            6             11            8             16            18            66            32            8             25            21            23            23            47            10            20            10            8             24            10            10            12            12            12            15            13            
TPR(Sensitivity, recall, hit rate, or true positive rate)         0.8           0.65385       1.0           0.45455       0.92857       0.77941       0.66667       0.87324       0.57895       1.0           0.79245       0.9           0.7           1.0           1.0           0.92857       0.94737       0.82353       0.73684       0.6875        0.75          0.75          0.73529       0.38462       0.35714       0.66667       0.70968       0.25          0.8           0.84          1.0           0.55556       0.78049       0.84211       0.94595       0.71429       0.58824       1.0           0.93939       0.6           0.91589       0.8125        0.75          0.72727       0.82353       0.90196       0.95455       0.77083       0.94737       0.66667       0.9           0.72727       0.78571       0.85714       0.8           1.0           0.61111       0.8           0.8           0.9           0.79518       0.91429       0.88889       0.80645       0.72414       0.69697       0.74194       0.90385       0.76923       0.90909       0.625         0.61538       0.68571       0.83333       1.0           0.85714       0.54545       0.85714       0.68182       0.8125        
Y(Youden index)                                                   0.79904       0.65141       0.99904       0.45167       0.92857       0.77402       0.66139       0.87275       0.57751       0.99809       0.79197       0.9           0.69857       0.99952       0.99807       0.92762       0.94545       0.82114       0.73082       0.68413       0.74809       0.74952       0.73288       0.38271       0.35523       0.66572       0.70381       0.24857       0.79904       0.83856       0.99758       0.55364       0.77555       0.83971       0.9445        0.71286       0.58393       0.99952       0.93698       0.5976        0.91439       0.81059       0.7433        0.72202       0.82162       0.8971        0.95311       0.76598       0.94258       0.66428       0.89714       0.72487       0.78189       0.85426       0.79713       0.99667       0.60872       0.79905       0.79665       0.89856       0.7932        0.90994       0.88698       0.79778       0.72221       0.69456       0.73856       0.90385       0.76541       0.90621       0.61783       0.61491       0.68234       0.83333       0.99666       0.85619       0.54066       0.85571       0.6751        0.80867       
dInd(Distance index)                                              0.2           0.34616       0.00096       0.54546       0.07143       0.22065       0.33338       0.12676       0.42106       0.00191       0.20755       0.1           0.3           0.00048       0.00193       0.07143       0.05267       0.17649       0.26323       0.31252       0.25001       0.25          0.26472       0.61539       0.64286       0.33333       0.29038       0.75          0.2           0.16001       0.00242       0.44445       0.21957       0.15791       0.05407       0.28572       0.41179       0.00048       0.06065       0.40001       0.08413       0.18751       0.25009       0.27278       0.17648       0.09816       0.04548       0.22922       0.05285       0.33334       0.10004       0.27274       0.21432       0.14289       0.20002       0.00333       0.3889        0.2           0.20003       0.10001       0.20483       0.08582       0.11113       0.19374       0.27587       0.30304       0.25809       0.09615       0.2308        0.09095       0.37507       0.38462       0.3143        0.16667       0.00334       0.14286       0.45457       0.14286       0.31825       0.18754       
sInd(Similarity index)                                            0.85858       0.75523       0.99932       0.6143        0.94949       0.84397       0.76427       0.91037       0.70227       0.99865       0.85324       0.92929       0.78787       0.99966       0.99863       0.94949       0.96276       0.8752        0.81387       0.77902       0.82322       0.82322       0.81282       0.56486       0.54543       0.7643        0.79467       0.46967       0.85858       0.88686       0.99829       0.68573       0.84474       0.88834       0.96176       0.79797       0.70882       0.99966       0.95711       0.71715       0.94051       0.86741       0.82316       0.80712       0.87521       0.93059       0.96784       0.83792       0.96263       0.76429       0.92926       0.80715       0.84845       0.89896       0.85856       0.99764       0.72501       0.85858       0.85856       0.92928       0.85516       0.93931       0.92142       0.863         0.80493       0.78572       0.81751       0.93201       0.8368        0.93569       0.73479       0.72804       0.77775       0.88215       0.99764       0.89898       0.67857       0.89898       0.77496       0.86739       
